C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a12.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 11:37:45 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3622,0.00,0.00,7501.86,0.00,4600.70,102044.64,3450.40,13005.64,2800.26,0.00,2600.23,0.00,0.00,0.00,0.00,2500.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6592,0.00,0.00,7401.81,0.00,6601.44,103202.49,3200.34,13806.36,1800.11,0.00,3200.35,0.00,0.00,0.00,0.00,3350.39,200.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,200.00
0.9562,0.00,0.00,7101.66,0.00,9402.93,107985.86,2500.21,13606.18,2200.16,0.00,2600.23,200.00,0.00,0.00,0.00,3850.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.2533,0.00,0.00,6701.48,0.00,3000.30,99829.86,3050.31,10803.89,1200.05,0.00,2800.26,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5503,0.00,0.00,6701.48,0.00,4800.76,99980.85,3700.46,15007.51,2600.23,0.00,1600.09,0.00,0.00,0.00,200.00,3450.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8473,0.00,0.00,7301.76,0.00,4000.53,98923.91,2900.28,11604.49,2600.23,0.00,3600.44,200.00,0.00,0.00,0.00,2750.26,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.1443,0.00,0.00,6001.19,0.00,3800.48,103152.14,3900.51,13606.18,1400.07,0.00,2600.23,0.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.4413,0.00,0.00,6401.35,0.00,5601.04,97464.44,3050.31,11604.49,2600.23,0.00,2800.26,0.00,0.00,0.00,0.00,2800.27,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
2.7384,0.00,0.00,7701.96,0.00,5000.83,104310.08,4250.60,13606.18,1800.11,0.00,800.02,200.00,0.00,0.00,600.01,3900.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.0354,0.00,0.00,6101.23,0.00,5000.83,99477.54,3550.42,10603.75,2800.26,0.00,1600.09,0.00,0.00,0.00,0.00,2600.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
