C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a02.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 10:07:33 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3622,0.00,0.00,9202.79,0.00,9603.05,196270.97,5100.87,18411.30,3200.34,0.00,2400.19,200.00,0.00,0.00,0.00,3500.42,0.00,0.00,100.00,200.00,0.00,0.00,0.00,0.00,0.00
0.6592,0.00,0.00,10703.78,0.00,8402.34,202806.75,4900.80,19012.05,4200.59,0.00,1400.07,400.01,0.00,0.00,200.00,3850.51,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
0.9562,0.00,0.00,9202.79,0.00,6801.53,194650.15,4100.56,18611.55,3200.34,0.00,2800.26,400.01,0.00,0.00,200.00,3700.47,0.00,0.00,0.00,200.00,0.00,0.00,200.00,16.67,0.00
1.2532,0.00,0.00,10003.30,0.00,6801.53,201894.60,4200.59,21415.29,2400.19,0.00,3600.44,200.00,0.00,0.00,0.00,3700.47,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5503,0.00,0.00,9903.24,0.00,7001.62,199665.17,5350.95,13806.36,2800.26,0.00,3200.35,0.00,0.00,0.00,200.00,4100.58,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8473,0.00,200.00,10203.43,0.00,9402.93,206557.20,4600.70,18411.30,2800.26,0.00,4000.54,400.01,0.00,0.00,0.00,3900.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.1443,0.00,0.00,10203.43,0.00,8802.57,207773.78,5200.90,17209.88,5801.13,0.00,3800.49,400.01,0.00,0.00,1000.03,3800.50,0.00,0.00,50.00,600.01,0.00,0.00,0.00,0.00,0.00
2.4413,0.00,0.00,10803.85,0.00,7001.62,199209.19,3800.48,16408.98,3400.39,0.00,2800.26,400.01,0.00,0.00,0.00,3700.47,0.00,0.00,50.00,400.01,0.00,0.00,0.00,0.00,0.00
2.7384,0.00,0.00,11904.68,0.00,7601.91,200121.17,4700.74,19012.05,4200.59,0.00,3800.49,200.00,0.00,0.00,200.00,4550.71,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
3.0354,0.00,0.00,10003.30,0.00,6601.44,204073.68,4900.80,15207.71,3200.34,0.00,3200.35,200.00,0.00,0.00,0.00,2650.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
