C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16apr18.b\16apr18_a06.d
Intensity Vs Time,CPS
Acquired      : 18/04/2016 13:25:13 using Batch PAM_FI_16apr18.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3621,0.00,0.00,4700.73,0.00,10803.87,131370.63,3150.33,14006.54,3000.30,0.00,1600.09,200.00,0.00,0.00,400.01,3250.36,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
0.6591,0.00,0.00,4900.79,0.00,4800.76,132228.09,4200.59,12605.30,2200.16,0.00,1200.05,0.00,200.00,0.00,0.00,2600.23,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
0.9562,0.00,0.00,5701.07,0.00,7401.82,130563.66,3050.31,14406.92,2000.13,0.00,1400.07,200.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.2532,0.00,0.00,5400.96,0.00,4800.76,137575.68,2450.20,14807.31,2400.19,0.00,2000.14,400.01,0.00,0.00,200.00,2950.30,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
1.5502,0.00,0.00,4100.55,0.00,5200.90,129807.15,4050.55,13606.18,2800.26,0.00,3000.30,0.00,0.00,0.00,0.00,3300.37,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1.8472,200.00,0.00,5400.96,0.00,4800.76,127890.86,2700.24,14406.92,3000.30,0.00,2800.26,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
2.1443,0.00,0.00,3200.34,0.00,4600.70,131370.63,3050.31,11604.49,2800.26,0.00,2200.16,400.01,0.00,0.00,0.00,2550.22,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
2.4413,0.00,0.00,4100.55,0.00,6001.19,128848.99,4100.56,13806.36,2800.26,0.00,2000.14,0.00,0.00,0.00,0.00,2750.26,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
2.7383,0.00,0.00,5100.86,0.00,4800.76,137272.94,3900.51,13806.36,2600.23,0.00,1400.07,200.00,0.00,0.00,400.01,2350.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.0353,0.00,200.00,5100.86,0.00,4200.58,138837.17,3250.35,13406.00,2800.26,0.00,1800.11,0.00,0.00,0.00,200.00,2850.28,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
3.3324,0.00,0.00,5200.89,0.00,3800.48,127941.28,3700.46,12405.13,2600.23,0.00,1600.09,200.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
3.6294,0.00,0.00,5300.93,0.00,6001.19,129958.46,3550.42,11404.34,1800.11,0.00,1000.03,400.01,0.00,0.00,0.00,2700.25,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
3.9264,0.00,0.00,4800.76,0.00,6601.44,131572.38,3250.35,11204.19,1800.11,0.00,1800.11,400.01,0.00,0.00,0.00,2700.25,0.00,0.00,50.00,400.01,0.00,0.00,0.00,0.00,0.00
4.2234,0.00,0.00,4700.73,0.00,4000.53,131622.81,3900.51,12204.97,2000.13,0.00,2400.19,0.00,0.00,0.00,0.00,3650.46,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
4.5205,0.00,0.00,4600.70,0.00,7001.62,129201.99,3700.46,12405.13,3400.39,0.00,2800.26,200.00,0.00,0.00,200.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.8175,200.00,0.00,5200.89,0.00,7802.02,129706.29,3300.36,12605.30,2600.23,0.00,2200.16,0.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,0.00,200.00,0.00,0.00,16.67,0.00
5.1145,0.00,0.00,4900.79,0.00,4400.64,130261.06,3700.46,12004.81,1400.07,0.00,2000.14,200.00,0.00,0.00,200.00,3200.35,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
5.4115,0.00,200.00,5701.07,0.00,6801.53,129555.00,3100.32,14607.12,4400.65,0.00,1400.07,200.00,0.00,0.00,200.00,3050.32,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
5.7086,0.00,0.00,6301.31,0.00,4800.76,132328.97,3800.48,15007.51,1400.07,0.00,1800.11,0.00,0.00,0.00,400.01,2950.30,200.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,0.00
6.0056,200.00,0.00,4800.76,0.00,5200.90,134397.17,2950.29,12605.30,3400.39,0.00,0.00,200.00,0.00,0.00,0.00,2850.28,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
6.3026,0.00,0.00,5400.96,0.00,6201.27,132026.33,3250.35,15808.34,2200.16,0.00,2200.16,0.00,0.00,0.00,0.00,3350.39,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
6.5996,0.00,0.00,5200.89,0.00,6601.44,132530.73,3400.38,13606.18,2000.13,0.00,2600.23,0.00,0.00,0.00,400.01,2550.22,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
6.8967,0.00,0.00,5501.00,0.00,6201.27,128243.85,3100.32,13806.36,3000.30,0.00,800.02,200.00,0.00,0.00,200.00,3300.37,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
7.1937,0.00,200.00,3900.50,0.00,5400.97,133590.03,3250.35,13806.36,2200.16,0.00,1800.11,0.00,0.00,0.00,0.00,4150.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
