C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a04.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 10:12:49 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3618,0.00,0.00,8702.50,0.00,9803.18,186599.18,5350.95,20013.36,3200.34,0.00,3400.39,400.01,0.00,0.00,400.01,3300.37,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
0.6588,0.00,0.00,8802.56,0.00,9803.18,193130.76,4550.69,17009.65,3000.30,0.00,3000.30,200.00,0.00,0.00,0.00,4000.55,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
0.9558,0.00,0.00,10003.30,0.00,10003.31,198398.60,3800.48,16809.42,2400.19,0.00,3200.35,400.01,0.00,0.00,200.00,3650.46,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
1.2528,0.00,0.00,9002.67,0.00,11404.31,194447.55,4850.78,17810.58,2800.26,0.00,3200.35,600.01,0.00,0.00,0.00,3950.54,0.00,0.00,100.00,0.00,0.00,0.00,0.00,33.33,0.00
1.5499,0.00,0.00,7201.71,0.00,8002.12,188067.26,4300.62,17610.34,2800.26,0.00,2200.16,1000.03,0.00,0.00,200.00,3650.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
1.8469,0.00,0.00,9102.73,0.00,5400.97,193130.76,3800.48,14406.92,4400.65,0.00,2600.23,600.01,200.00,0.00,0.00,4100.58,0.00,0.00,50.00,400.01,0.00,0.00,0.00,0.00,0.00
2.1439,200.00,0.00,9402.92,0.00,10203.45,199969.17,5100.87,14406.92,4200.59,0.00,2200.16,200.00,0.00,0.00,0.00,2750.26,0.00,0.00,50.00,200.00,200.00,0.00,0.00,0.00,0.00
2.4409,0.00,200.00,7301.76,0.00,7802.02,189332.98,3600.43,17410.11,5000.84,0.00,3400.39,400.01,0.00,0.00,0.00,3450.41,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
2.7380,0.00,0.00,8202.22,0.00,8402.34,182701.82,5751.10,15808.34,3000.30,0.00,3600.44,0.00,0.00,0.00,200.00,3850.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.0350,0.00,0.00,9903.24,0.00,9803.18,184675.67,4250.60,19212.31,2000.13,0.00,3600.44,400.01,0.00,200.00,0.00,3350.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
3.3320,0.00,0.00,8802.56,0.00,5400.97,192776.26,4850.78,17410.11,4000.54,0.00,2600.23,600.01,0.00,0.00,0.00,3700.47,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
3.6291,0.00,0.00,8602.44,0.00,8602.45,195511.18,4050.55,15007.51,4200.59,0.00,3200.35,400.01,0.00,0.00,0.00,4950.84,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
3.9261,0.00,0.00,7701.96,0.00,7401.82,191864.73,3950.52,17610.34,2800.26,0.00,3200.35,200.00,0.00,0.00,0.00,3750.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
4.2231,0.00,0.00,10303.50,0.00,7201.72,180525.81,5350.95,18811.80,2200.16,0.00,2600.23,400.01,0.00,0.00,200.00,2700.25,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
4.5201,0.00,0.00,8902.62,0.00,11404.31,194599.50,4650.72,16008.55,1800.11,0.00,3200.35,600.01,0.00,0.00,200.00,4100.58,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
4.8172,0.00,0.00,9402.92,0.00,7802.02,191206.45,4450.66,16809.42,2200.16,0.00,3800.49,400.01,0.00,0.00,200.00,4100.58,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
5.1142,0.00,0.00,8502.38,0.00,6401.36,199411.84,5651.06,18411.30,2400.19,0.00,3400.39,200.00,0.00,0.00,400.01,4300.63,200.00,0.00,50.00,200.00,200.00,0.00,0.00,0.00,0.00
5.4112,0.00,0.00,8602.44,0.00,7401.82,184625.06,4150.57,18010.82,4000.54,0.00,2800.26,200.00,0.00,0.00,200.00,3750.48,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
5.7082,0.00,0.00,7802.01,0.00,9002.68,185434.92,4900.80,16008.55,3800.48,0.00,2800.26,0.00,0.00,0.00,200.00,3550.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
6.0052,0.00,0.00,8102.17,0.00,7401.82,197385.40,3200.34,16408.98,4000.54,0.00,2400.19,0.00,0.00,0.00,200.00,3850.51,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
6.3023,0.00,0.00,9102.73,0.00,7201.72,193282.70,3950.52,16408.98,4800.77,0.00,3200.35,0.00,0.00,0.00,200.00,3650.46,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,200.00
6.5993,0.00,0.00,9402.92,0.00,9002.68,187915.39,3700.46,17410.11,600.01,0.00,2600.23,200.00,0.00,0.00,600.01,3900.52,200.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
6.8963,0.00,200.00,7401.81,0.00,7001.62,196828.19,4150.57,20614.17,3000.30,0.00,3600.44,200.00,0.00,0.00,0.00,3750.48,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
7.1933,0.00,0.00,8502.38,0.00,9202.81,189535.51,4300.62,17410.11,2200.16,0.00,2000.14,400.01,0.00,0.00,200.00,3150.34,0.00,0.00,100.00,400.01,0.00,0.00,0.00,0.00,200.00
7.4904,0.00,0.00,8002.11,0.00,10403.59,196980.15,4650.72,18010.82,2600.23,0.00,2800.26,0.00,0.00,0.00,400.01,3600.45,0.00,0.00,0.00,600.01,0.00,0.00,0.00,16.67,0.00
7.7874,0.00,0.00,9803.17,0.00,8002.12,198955.88,4000.53,16208.76,2000.13,0.00,4400.65,200.00,0.00,0.00,200.00,3200.35,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
8.0844,0.00,0.00,10903.92,200.00,9803.18,192067.29,5701.08,16809.42,1600.09,0.00,2400.19,600.01,0.00,0.00,0.00,3550.43,200.00,0.00,100.00,400.01,0.00,0.00,0.00,0.00,0.00
