C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16apr18.b\16apr18_a08.d
Intensity Vs Time,CPS
Acquired      : 18/04/2016 13:49:36 using Batch PAM_FI_16apr18.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3617,0.00,0.00,4700.73,0.00,4400.64,117002.86,2900.28,11204.19,1600.09,0.00,1800.11,200.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
0.6588,0.00,400.01,5300.93,0.00,5801.12,119119.35,3350.37,16408.98,3200.34,0.00,2400.19,0.00,0.00,0.00,200.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
0.9558,0.00,0.00,4700.73,0.00,6001.19,108841.99,3550.42,15007.51,2000.13,0.00,800.02,0.00,0.00,0.00,400.01,3050.32,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
1.2528,0.00,0.00,6301.31,0.00,6001.19,110554.41,3450.40,16408.98,1800.11,0.00,600.01,200.00,0.00,0.00,200.00,2750.26,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1.5498,0.00,0.00,5701.07,0.00,5000.83,114332.46,3350.37,10603.75,1800.11,0.00,1400.07,0.00,0.00,0.00,0.00,3700.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8469,0.00,0.00,4600.70,0.00,4800.76,117305.19,2600.23,13606.18,1600.09,0.00,2600.23,0.00,0.00,0.00,200.00,3450.41,200.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
2.1439,0.00,0.00,4800.76,0.00,6001.19,116196.64,3550.42,13406.00,3400.39,0.00,1400.07,0.00,0.00,0.00,0.00,3950.54,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
2.4409,0.00,0.00,5601.03,0.00,4200.58,109698.17,3450.40,12405.13,3400.39,0.00,1800.11,0.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.7379,0.00,0.00,4500.67,0.00,5400.97,114130.93,2800.26,13005.64,2000.13,0.00,1800.11,400.01,0.00,0.00,0.00,3050.32,0.00,0.00,50.00,600.01,0.00,0.00,0.00,16.67,0.00
3.0350,0.00,0.00,4500.67,0.00,5400.97,111511.41,3150.33,11604.49,2600.23,0.00,3600.44,200.00,0.00,0.00,200.00,2600.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.3320,0.00,0.00,5400.96,0.00,3200.34,108942.71,3400.38,10803.89,1600.09,0.00,1600.09,0.00,0.00,0.00,200.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
3.6290,0.00,0.00,4900.79,0.00,6801.53,112317.38,3400.38,11804.65,1600.09,0.00,1800.11,200.00,0.00,0.00,0.00,2550.22,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
3.9260,0.00,0.00,3900.50,0.00,4600.70,111309.94,2950.29,11604.49,1600.09,0.00,2600.23,0.00,0.00,200.00,200.00,3150.34,0.00,0.00,100.00,200.00,0.00,0.00,0.00,0.00,0.00
4.2231,0.00,0.00,4300.61,0.00,4400.64,111461.05,2800.26,11404.34,2400.19,0.00,2400.19,600.01,0.00,0.00,0.00,2400.20,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
4.5201,0.00,0.00,4200.58,0.00,4200.58,112670.00,2650.23,12605.30,2000.13,0.00,2800.26,0.00,0.00,0.00,200.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.8171,0.00,0.00,6101.23,0.00,4000.53,113526.39,3150.33,12405.13,2400.19,0.00,2400.19,0.00,0.00,0.00,0.00,2800.27,0.00,0.00,100.00,200.00,0.00,0.00,0.00,0.00,0.00
5.1141,0.00,0.00,5100.86,0.00,4400.64,111561.79,2650.23,14006.54,1600.09,0.00,800.02,200.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
5.4112,0.00,0.00,4900.79,0.00,5000.83,113979.80,3300.36,17610.34,2000.13,0.00,800.02,0.00,0.00,0.00,0.00,3950.54,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
