D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_a28.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 12:39:34 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,350.00,50.00,100.00,211928.47,6501.45,67958.58,300.00,150.00,15608.53,8902.78,450.01,250.00,900.03,100.00,250.00
0.6446,650.01,0.00,150.00,246668.21,8502.48,74792.03,0.00,100.00,15708.64,6851.65,350.00,250.00,1350.06,100.00,250.00
0.9446,350.00,100.00,200.00,286995.92,7401.88,65949.35,50.00,250.00,13556.43,8702.66,550.01,150.00,1150.05,100.00,250.00
1.2446,300.00,100.00,150.00,262439.89,5000.86,64944.84,150.00,50.00,14757.62,8602.59,450.01,300.00,1900.13,150.00,350.00
1.5446,400.01,0.00,200.00,266614.58,10603.86,70370.02,100.00,150.00,13456.34,9002.84,550.01,200.00,1400.07,150.00,400.01
1.8446,250.00,150.00,100.00,248600.59,5401.00,66451.63,50.00,100.00,15258.15,8702.66,400.01,250.00,1550.09,100.00,250.00
2.1446,700.02,0.00,50.00,241279.20,7201.78,70269.53,0.00,100.00,14157.01,7151.79,300.00,350.00,1200.05,100.00,600.01
2.4447,100.00,0.00,50.00,267632.98,5200.93,68561.40,150.00,200.00,13656.53,7802.13,450.01,400.01,950.03,100.00,200.00
2.7447,200.00,100.00,200.00,226444.17,6501.45,66150.26,100.00,150.00,14607.47,9803.37,550.01,350.00,1250.06,0.00,350.00
3.0447,500.01,0.00,150.00,233351.76,6501.45,67858.11,50.00,50.00,13956.82,8502.53,650.01,100.00,1050.04,100.00,550.01
3.3447,250.00,0.00,150.00,183851.40,7802.09,69365.20,50.00,100.00,14857.73,9102.90,100.00,300.00,1350.06,50.00,400.01
3.6447,550.01,0.00,100.00,287097.90,5200.93,71575.89,0.00,150.00,14407.26,8852.75,200.00,300.00,1650.10,200.00,300.00
3.9447,350.00,0.00,100.00,230202.32,8402.43,70671.48,0.00,100.00,13806.67,8952.81,600.01,200.00,1800.11,200.00,200.00
4.2448,350.00,100.00,150.00,201279.24,9403.04,66953.93,100.00,100.00,14307.16,6801.62,500.01,300.00,1200.05,100.00,500.01
